Taxon,Domain,Major_Clade,Minor_Clade,Shallow_Clade
Carteria_obtusa,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Caulerpa_cylindracea,Eukaryota,Archaeplastida,Chloroplastida,Ulvophyceae
Caulerpa_denticulata,Eukaryota,Archaeplastida,Chloroplastida,Ulvophyceae
Caulerpa_lentillifera,Eukaryota,Archaeplastida,Chloroplastida,Ulvophyceae
Caulerpa_okamurae,Eukaryota,Archaeplastida,Chloroplastida,Ulvophyceae
Caulerpa_prolifera,Eukaryota,Archaeplastida,Chloroplastida,Ulvophyceae
Caulerpa_racemosa,Eukaryota,Archaeplastida,Chloroplastida,Ulvophyceae
Caulerpa_taxifolia,Eukaryota,Archaeplastida,Chloroplastida,Ulvophyceae
Cephaleuros_parasiticus,Eukaryota,Archaeplastida,Chloroplastida,Ulvophyceae
Cephaleuros_virescens,Eukaryota,Archaeplastida,Chloroplastida,Ulvophyceae
Chaetomorpha_tokyoensis,Eukaryota,Archaeplastida,Chloroplastida,Ulvophyceae
Chaetopeltis_orbicularis,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Chaetophora_lobata,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Chaetophoropsis_attenuata,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Chaetophoropsis_polyrhiza,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Chlamydocapsa_ampla,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Chlamydocapsa_planctonica,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Chlamydomonas_acidophila,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Chlamydomonas_bilatus,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Chlamydomonas_chlamydogama,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Chlamydomonas_cribrum,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Chlamydomonas_euryale,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Chlamydomonas_globosa,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Chlamydomonas_klinobasis,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Chlamydomonas_leiostraca,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Chlamydomonas_moewusii,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Chlamydomonas_nasuta,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Chlamydomonas_nivalis,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Chlamydomonas_noctigama,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Chlamydomonas_pacifica,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Chlamydomonas_pitschmannii,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Chlamydomonas_pseudogloeogama,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Chlamydomonas_reinhardtii,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Chlorella_regularis,Eukaryota,Archaeplastida,Chloroplastida,Trebouxiophyceae
Chlorella_sorokiniana,Eukaryota,Archaeplastida,Chloroplastida,Trebouxiophyceae
Chlorella_variabilis,Eukaryota,Archaeplastida,Chloroplastida,Trebouxiophyceae
Chlorella_vulgaris,Eukaryota,Archaeplastida,Chloroplastida,Trebouxiophyceae
Chlorocladiella_medogensis,Eukaryota,Archaeplastida,Chloroplastida,Ulvophyceae
Chlorocladiella_pisiformis,Eukaryota,Archaeplastida,Chloroplastida,Ulvophyceae
Chloroclados_australasicus,Eukaryota,Archaeplastida,Chloroplastida,Ulvophyceae
Chlorococcum_citriforme,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Chlorococcum_infusionum,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Chlorococcum_microstigmatum,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Chlorococcum_oleofaciens,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Chlorococcum_sp,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Chlorodesmis_fastigiata,Eukaryota,Archaeplastida,Chloroplastida,Ulvophyceae
Chlorogonium_capillatum,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Chloroidium_saccharophilum,Eukaryota,Archaeplastida,Chloroplastida,Trebouxiophyceae
Chlorominima_collina,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Chloromonas_brevispina,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Chloromonas_oogama,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Chloromonas_remiasii,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Chloromonas_reticulata,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Chloromonas_rosae,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Chloromonas_sp_KNF32,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Chloromonas_subdivisa,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Chloromonas_tughillensis,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Chloroparvula_cf_pacifica,Eukaryota,Archaeplastida,Chloroplastida,Chloropicales
Chloroparvula_sp_RCC696,Eukaryota,Archaeplastida,Chloroplastida,Chloropicales
Chloropicon_maureeniae,Eukaryota,Archaeplastida,Chloroplastida,Chloropicales
Chloropicon_primus,Eukaryota,Archaeplastida,Chloroplastida,Chloropicales
Chloropicon_roscoffensis,Eukaryota,Archaeplastida,Chloroplastida,Chloropicales
Chloropicon_sieburthii,Eukaryota,Archaeplastida,Chloroplastida,Chloropicales
Chodatodesmus_mucronulatus,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Chromochloris_zofingiensis,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Cladophora_glomerata,Eukaryota,Archaeplastida,Chloroplastida,Ulvophyceae
Closteriopsis_acicularis,Eukaryota,Archaeplastida,Chloroplastida,Trebouxiophyceae
Coccomyxa_subellipsoidea,Eukaryota,Archaeplastida,Chloroplastida,Trebouxiophyceae
Coccomyxa_viridis,Eukaryota,Archaeplastida,Chloroplastida,Trebouxiophyceae
Codium_arabicum,Eukaryota,Archaeplastida,Chloroplastida,Ulvophyceae
Codium_fragile,Eukaryota,Archaeplastida,Chloroplastida,Ulvophyceae
Coelastrella_oocystiformis,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Coelastrella_sp,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Coelastrella_striolata,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Coelastrella_tenuitheca,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Coelastrella_terrestris,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Coelastrum_astroideum,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Coelastrum_microporum,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Coelastrum_pseudomicroporum,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Coelastrum_pulchrum,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Coelastrum_sphaericum,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Colemanosphaera_angeleri,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Colemanosphaera_charkowiensis,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Crucigenia_quadrata,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Crustomastix_stigmatica,Eukaryota,Archaeplastida,Chloroplastida,Dolichomastigales
Cylindrocapsa_geminella,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Cymbomonas_sp_M3265,Eukaryota,Archaeplastida,Chloroplastida,Pyramimonadales
Cymbomonas_tetramitiformis,Eukaryota,Archaeplastida,Chloroplastida,Pyramimonadales
Derbesia_sp,Eukaryota,Archaeplastida,Chloroplastida,Ulvophyceae
Desmochloris_halophila,Eukaryota,Archaeplastida,Chloroplastida,Ulvophyceae
Desmodesmus_abundans,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Desmodesmus_armatus,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Desmodesmus_bicellularis,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Desmodesmus_cf_armatus,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Desmodesmus_communis,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Desmodesmus_denticulatus,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Desmodesmus_elegans,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Desmodesmus_hystrix,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Desmodesmus_intermedius,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Desmodesmus_lunatus,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Desmodesmus_multiformis,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Desmodesmus_pannonicus,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Desmodesmus_perforatus,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Desmodesmus_sp,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Desmodesmus_ultrasquamatus,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Dichotomosiphon_tuberosus,Eukaryota,Archaeplastida,Chloroplastida,Ulvophyceae
Dictyosphaerium_ehrenbergianum,Eukaryota,Archaeplastida,Chloroplastida,Trebouxiophyceae
Diplosphaera_sundellii,Eukaryota,Archaeplastida,Chloroplastida,Trebouxiophyceae
Dolichomastix_tenuilepis,Eukaryota,Archaeplastida,Chloroplastida,Dolichomastigales
Draparnaldia_mutabilis,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Dunaliella_parva,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Dunaliella_primolecta,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Dunaliella_salina,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Dunaliella_tertiolecta,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Dunaliella_viridis,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Edaphochlamys_debaryana,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Elliptochloris_bilobata,Eukaryota,Archaeplastida,Chloroplastida,Trebouxiophyceae
Elliptochloris_marina,Eukaryota,Archaeplastida,Chloroplastida,Trebouxiophyceae
Enallax_coelastroides,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Enallax_costatus,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Eremochloris_sphaerica,Eukaryota,Archaeplastida,Chloroplastida,Trebouxiophyceae
Eremosphaera_viridis,Eukaryota,Archaeplastida,Chloroplastida,Trebouxiophyceae
Ettlia_oleoabundans,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Ettlia_sp_YC001,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Eudorina_cylindrica,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Eudorina_elegans,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Eudorina_minodii,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Eudorina_peripheralis,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Eudorina_unicocca,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Flechtneria_rotunda,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Floydiella_terrestris,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Follicularia_botryoides,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Fritschiella_tuberosa,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Fusola_viridis,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Geminella_sp,Eukaryota,Archaeplastida,Chloroplastida,Trebouxiophyceae
Glaukea_argentea,Eukaryota,Archaeplastida,Chloroplastida,Ulvophyceae
Gloeomonas_kupfferi,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Golenkinia_longispicula,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Gonium_multicoccum,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Gonium_octonarium,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Gonium_pectorale,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Gonium_quadratum,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Gonium_viridistellatum,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Graesiella_emersonii,Eukaryota,Archaeplastida,Chloroplastida,Trebouxiophyceae
Haematococcus_lacustris,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Haematococcus_sp_CW316,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Hafniomonas_reticulata,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Halimeda_borneensis,Eukaryota,Archaeplastida,Chloroplastida,Ulvophyceae
Halimeda_cylindracea,Eukaryota,Archaeplastida,Chloroplastida,Ulvophyceae
Halimeda_opuntia,Eukaryota,Archaeplastida,Chloroplastida,Ulvophyceae
Halochlorella_rubescens,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Halochlorococcum_marinum,Eukaryota,Archaeplastida,Chloroplastida,Ulvophyceae
Halofilum_salinum,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria
Hariotina_reticulata,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Hazenia_basiliensis,Eukaryota,Archaeplastida,Chloroplastida,Ulvophyceae
Hegewaldia_parvula,Eukaryota,Archaeplastida,Chloroplastida,Trebouxiophyceae
Helicosporidium_sp,Eukaryota,Archaeplastida,Chloroplastida,Trebouxiophyceae
Heterochlamydomonas_inaequalis,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Hormotilopsis_gelatinosa,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Hydrodictyon_reticulatum,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Ignatius_tetrasporus,Eukaryota,Archaeplastida,Chloroplastida,Ulvophyceae
Lemmermannia_tetrapedia,Eukaryota,Archaeplastida,Chloroplastida,Trebouxiophyceae
Leontynka_elongata,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Leontynka_pallida,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Leptosira_obovata,Eukaryota,Archaeplastida,Chloroplastida,Trebouxiophyceae
Lobochlamys_segnis,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Lobomonas_rostrata,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Lobosphaera_incisa,Eukaryota,Archaeplastida,Chloroplastida,Trebouxiophyceae
Makinoella_tosaensis,Eukaryota,Archaeplastida,Chloroplastida,Trebouxiophyceae
Mantoniella_antarctica,Eukaryota,Archaeplastida,Chloroplastida,Mamiellales
Mantoniella_squamata,Eukaryota,Archaeplastida,Chloroplastida,Mamiellales
Massjukichlorella_sp,Eukaryota,Archaeplastida,Chloroplastida,Trebouxiophyceae
Medakamo_hakoo,Eukaryota,Archaeplastida,Chloroplastida,Trebouxiophyceae
Messastrum_gracile,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Micractinium_conductrix,Eukaryota,Archaeplastida,Chloroplastida,Trebouxiophyceae
Micractinium_pusillum,Eukaryota,Archaeplastida,Chloroplastida,Trebouxiophyceae
Micractinium_tetrahymenae,Eukaryota,Archaeplastida,Chloroplastida,Trebouxiophyceae
Microglena_coccifera,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Microglena_sp_YARC,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Micromonas_commoda,Eukaryota,Archaeplastida,Chloroplastida,Mamiellales
Micromonas_polaris,Eukaryota,Archaeplastida,Chloroplastida,Mamiellales
Micromonas_sp_CCMP2099,Eukaryota,Archaeplastida,Chloroplastida,Mamiellales
Microspora_sp,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Microthamnion_kuetzingianum,Eukaryota,Archaeplastida,Chloroplastida,Trebouxiophyceae
Monomastix_opisthostigma,Eukaryota,Archaeplastida,Chloroplastida,Monomastigales
Monoraphidium_griffithi,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Monoraphidium_minutum,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Monoraphidium_neglectum,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Mucidosphaerium_pulchellum,Eukaryota,Archaeplastida,Chloroplastida,Trebouxiophyceae
Myrmecia_biatorellae,Eukaryota,Archaeplastida,Chloroplastida,Trebouxiophyceae
Myrmecia_bisecta,Eukaryota,Archaeplastida,Chloroplastida,Trebouxiophyceae
Neglectella_peisonis,Eukaryota,Archaeplastida,Chloroplastida,Trebouxiophyceae
Neglectella_solitaria,Eukaryota,Archaeplastida,Chloroplastida,Trebouxiophyceae
Neochloris_aquatica,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Neochlorosarcina_sp,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Neodesmus_danubialis,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Neodesmus_pupukensis,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Neomeris_dumetosa,Eukaryota,Archaeplastida,Chloroplastida,Ulvophyceae
Neomeris_sp,Eukaryota,Archaeplastida,Chloroplastida,Ulvophyceae
Nephrocytium_agardhianum,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Nephroselmis_olivacea,Eukaryota,Archaeplastida,Chloroplastida,Nephroselmidales
Nephroselmis_pyriformis,Eukaryota,Archaeplastida,Chloroplastida,Nephroselmidales
Oedocladium_carolinianum,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Oedocladium_prescottii,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Oedogonium_capilliforme,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Oedogonium_cardiacum,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Oedogonium_crispum,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Oedogonium_dentireticulatum,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Oedogonium_foveolatum,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Okellya_marina,Eukaryota,Archaeplastida,Chloroplastida,Ulvophyceae
Oltmannsiellopsis_unicellularis,Eukaryota,Archaeplastida,Chloroplastida,Ulvophyceae
Oltmannsiellopsis_viridis,Eukaryota,Archaeplastida,Chloroplastida,Ulvophyceae
Oocystis_borgei,Eukaryota,Archaeplastida,Chloroplastida,Trebouxiophyceae
Oocystis_marina,Eukaryota,Archaeplastida,Chloroplastida,Trebouxiophyceae
Oocystis_parva,Eukaryota,Archaeplastida,Chloroplastida,Trebouxiophyceae
Oocystis_polymorpha,Eukaryota,Archaeplastida,Chloroplastida,Trebouxiophyceae
Oogamochlamys_gigantea,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Oophila_amblystomatis,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Oophila_sp,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Ostreobium_quekettii,Eukaryota,Archaeplastida,Chloroplastida,Ulvophyceae
Ostreococcus_mediterraneus,Eukaryota,Archaeplastida,Chloroplastida,Mamiellales
Ostreococcus_sp_lucimarinus,Eukaryota,Archaeplastida,Chloroplastida,Mamiellales
Ostreococcus_sp_RCC809,Eukaryota,Archaeplastida,Chloroplastida,Mamiellales
Ostreococcus_tauri,Eukaryota,Archaeplastida,Chloroplastida,Mamiellales
Pandorina_colemaniae,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Pandorina_morum,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Parachlorella_kessleri,Eukaryota,Archaeplastida,Chloroplastida,Trebouxiophyceae
Paulbroadya_petersii,Eukaryota,Archaeplastida,Chloroplastida,Ulvophyceae
Paulbroadya_prostrata,Eukaryota,Archaeplastida,Chloroplastida,Ulvophyceae
Pectinodesmus_holtmannii,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Pectinodesmus_pectinatus,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Pediastrum_duplex,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Pedinomonas_minor,Eukaryota,Archaeplastida,Chloroplastida,Pedinophyceae
Pedinomonas_tuberculata,Eukaryota,Archaeplastida,Chloroplastida,Pedinophyceae
Pedinophyceae_sp,Eukaryota,Archaeplastida,Chloroplastida,Pedinophyceae
Penicillus_capitatus,Eukaryota,Archaeplastida,Chloroplastida,Ulvophyceae
Penicillus_lamourouxii,Eukaryota,Archaeplastida,Chloroplastida,Ulvophyceae
Percursaria_percursa,Eukaryota,Archaeplastida,Chloroplastida,Ulvophyceae
Phacotus_lenticularis,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Phaeophila_dendroides,Eukaryota,Archaeplastida,Chloroplastida,Ulvophyceae
Phyllosiphon_yunnanesis,Eukaryota,Archaeplastida,Chloroplastida,Trebouxiophyceae
Picochlorum_atomus,Eukaryota,Archaeplastida,Chloroplastida,Trebouxiophyceae
Picochlorum_costavermella,Eukaryota,Archaeplastida,Chloroplastida,Trebouxiophyceae
Picochlorum_oklahomense,Eukaryota,Archaeplastida,Chloroplastida,Trebouxiophyceae
Picocystis_salinarum,Eukaryota,Archaeplastida,Chloroplastida,Picocystales
Pithophora_roettleri,Eukaryota,Archaeplastida,Chloroplastida,Ulvophyceae
Planophila_laetevirens,Eukaryota,Archaeplastida,Chloroplastida,Ulvophyceae
Platydorina_caudata,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Pleodorina_illinoisensis,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Pleodorina_indica,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Pleodorina_japonica,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Pleodorina_starrii,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Pleodorina_thompsonii,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Polulichloris_maxima,Eukaryota,Archaeplastida,Chloroplastida,Trebouxiophyceae
Polyblepharides_amylifera,Eukaryota,Archaeplastida,Chloroplastida,Pyramimonadales
Polytomella_capuana,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Polytomella_magna,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Polytomella_parva,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Polytomella_piriformis,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Prasiola_crispa,Eukaryota,Archaeplastida,Chloroplastida,Trebouxiophyceae
Prasiolopsis_wulf_kochii,Eukaryota,Archaeplastida,Chloroplastida,Trebouxiophyceae
Protoeuglena_noctilucae,Eukaryota,Archaeplastida,Chloroplastida,Pedinophyceae
Protosiphonaceae_sp_NIES_2501,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Prototheca_ciferrii,Eukaryota,Archaeplastida,Chloroplastida,Trebouxiophyceae
Prototheca_wickerhamii,Eukaryota,Archaeplastida,Chloroplastida,Trebouxiophyceae
Prototheca_zopfii,Eukaryota,Archaeplastida,Chloroplastida,Trebouxiophyceae
Pseudochlorella_pringsheimii,Eukaryota,Archaeplastida,Chloroplastida,Trebouxiophyceae
Pseudochloris_wilhelmii,Eukaryota,Archaeplastida,Chloroplastida,Trebouxiophyceae
Pseudochlorodesmis_sp,Eukaryota,Archaeplastida,Chloroplastida,Ulvophyceae
Pseudococcomyxa_simplex,Eukaryota,Archaeplastida,Chloroplastida,Trebouxiophyceae
Pseudoderbesia_sp,Eukaryota,Archaeplastida,Chloroplastida,Ulvophyceae
Pseudopediastrum_boryanum,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Pseudoscourfieldia_marina,Eukaryota,Archaeplastida,Chloroplastida,Pseudoscourfieldiales
Pteromonas_angulosa,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Pteromonas_sp_CCAC_2761_B,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Pterosperma_cristatum,Eukaryota,Archaeplastida,Chloroplastida,Pyramimonadales
Pycnococcus_provasolii,Eukaryota,Archaeplastida,Chloroplastida,Pseudoscourfieldiales
Pyramimonas_obovata,Eukaryota,Archaeplastida,Chloroplastida,Pyramimonadales
Pyramimonas_parkeae,Eukaryota,Archaeplastida,Chloroplastida,Pyramimonadales
Pyramimonas_sp,Eukaryota,Archaeplastida,Chloroplastida,Pyramimonadales
Pyramimonas_tychotreta,Eukaryota,Archaeplastida,Chloroplastida,Pyramimonadales
Quadrigula_closterioides,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Radiococcus_polycoccus,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Raphidocelis_subcapitata,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Rhexinema_paucicellulare,Eukaryota,Archaeplastida,Chloroplastida,Ulvophyceae
Rhexinema_planctonicum,Eukaryota,Archaeplastida,Chloroplastida,Ulvophyceae
Sanguina_aurantia,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Scenedesmus_acutus,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Scenedesmus_bijugus,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Scenedesmus_ecornis,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Scenedesmus_hindakii,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Scenedesmus_obtusus,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Scenedesmus_producto_capitatus,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Scenedesmus_quadricauda,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Scenedesmus_vacuolatus,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Scherffelia_dubia,Eukaryota,Archaeplastida,Chloroplastida,Chlorodendrophyceae
Schizomeris_leibleinii,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Scotinosphaera_austriaca,Eukaryota,Archaeplastida,Chloroplastida,Ulvophyceae
Scotinosphaera_lemnae,Eukaryota,Archaeplastida,Chloroplastida,Ulvophyceae
Scourfieldia_sp,Eukaryota,Archaeplastida,Chloroplastida,Pedinophyceae
Selenastrum_capricornutum,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Spermatozopsis_exsultans,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Spermatozopsis_similis,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Sphaerocystis_schroeteri,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Sphaerocystis_sp_CCCryo_101_99,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Stauridium_tetras,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Staurocarteria_cerasiformis,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Staurocarteria_crucifera,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Stephanosphaera_pluvialis,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Stichococcus_bacillaris,Eukaryota,Archaeplastida,Chloroplastida,Trebouxiophyceae
